City,Date,Max Temperature,Min Temperature,Weather,Wind
福州,2023-04-01 星期六 ,22℃,14℃,雾~多云,东北风 1级
福州,2023-04-02 星期日 ,25℃,14℃,雾~阴,西风 1级
福州,2023-04-03 星期一 ,24℃,16℃,多云~阴,北风 1级
福州,2023-04-04 星期二 ,24℃,19℃,多云~中雨,南风 2级
福州,2023-04-05 星期三 ,21℃,16℃,小雨,西南风 2级
福州,2023-04-06 星期四 ,17℃,15℃,小雨,南风 1级
福州,2023-04-07 星期五 ,15℃,13℃,多云~阴,东北风 2级
福州,2023-04-08 星期六 ,19℃,11℃,雾~晴,北风 3级
福州,2023-04-09 星期日 ,22℃,13℃,晴,西风 2级
福州,2023-04-10 星期一 ,26℃,15℃,晴~多云,东南风 1级
福州,2023-04-11 星期二 ,31℃,17℃,多云~中雨,东南风 1级
福州,2023-04-12 星期三 ,20℃,16℃,中雨~阴,东风 3级
福州,2023-04-13 星期四 ,23℃,18℃,多云~阴,北风 1级
福州,2023-04-14 星期五 ,29℃,20℃,多云~小雨,西风 2级
福州,2023-04-15 星期六 ,30℃,18℃,多云,东南风 2级
福州,2023-04-16 星期日 ,33℃,20℃,多云~晴,西风 2级
福州,2023-04-17 星期一 ,31℃,19℃,晴~多云,东南风 2级
福州,2023-04-18 星期二 ,27℃,22℃,多云~小雨,东南风 3级
福州,2023-04-19 星期三 ,28℃,20℃,小雨~中雨,西风 2级
福州,2023-04-20 星期四 ,22℃,19℃,雾~阴,东北风 1级
福州,2023-04-21 星期五 ,20℃,17℃,小雨~阴,西风 2级
福州,2023-04-22 星期六 ,23℃,17℃,多云~阴,南风 2级
福州,2023-04-23 星期日 ,24℃,17℃,多云~阴,南风 2级
福州,2023-04-24 星期一 ,23℃,17℃,多云~小雨,东北风 1级
福州,2023-04-25 星期二 ,20℃,16℃,小雨,东北风 2级
福州,2023-04-26 星期三 ,17℃,15℃,多云,东北风 2级
福州,2023-04-27 星期四 ,24℃,16℃,多云,南风 2级
福州,2023-04-28 星期五 ,25℃,19℃,多云~阴,西风 1级
福州,2023-04-29 星期六 ,29℃,16℃,小雨~中雨,北风 1级
福州,2023-04-30 星期日 ,19℃,15℃,小雨~阴,东北风 1级
福州,2023-05-01 星期一 ,27℃,16℃,多云,北风 1级
福州,2023-05-02 星期二 ,26℃,19℃,多云~阴,南风 1级
福州,2023-05-03 星期三 ,30℃,21℃,多云,南风 1级
福州,2023-05-04 星期四 ,32℃,23℃,多云~阴,东南风 2级
福州,2023-05-05 星期五 ,32℃,23℃,小雨~中雨,西风 1级
福州,2023-05-06 星期六 ,31℃,21℃,多云~大雨,东南风 1级
福州,2023-05-07 星期日 ,22℃,18℃,小雨,东南风 2级
福州,2023-05-08 星期一 ,21℃,17℃,小雨,东北风 1级
福州,2023-05-09 星期二 ,23℃,15℃,多云~晴,北风 1级
福州,2023-05-10 星期三 ,26℃,17℃,晴~多云,北风 1级
福州,2023-05-11 星期四 ,24℃,19℃,多云~阴,南风 1级
福州,2023-05-12 星期五 ,24℃,18℃,多云~阴,西北风 1级
福州,2023-05-13 星期六 ,27℃,20℃,雾~阴,东南风 1级
福州,2023-05-14 星期日 ,25℃,19℃,多云~阴,西风 1级
福州,2023-05-15 星期一 ,30℃,20℃,雾~阴,东南风 2级
福州,2023-05-16 星期二 ,28℃,21℃,雾~小雨,东风 1级
福州,2023-05-17 星期三 ,30℃,24℃,小雨,东南风 2级
福州,2023-05-18 星期四 ,34℃,23℃,多云,西风 1级
福州,2023-05-19 星期五 ,28℃,22℃,雾~阴,东南风 2级
福州,2023-05-20 星期六 ,26℃,23℃,多云~小雨,北风 2级
福州,2023-05-21 星期日 ,30℃,24℃,小雨,东南风 2级
福州,2023-05-22 星期一 ,31℃,21℃,雾~小雨,东风 1级
福州,2023-05-23 星期二 ,24℃,20℃,多云~阴,北风 2级
福州,2023-05-24 星期三 ,26℃,21℃,多云,东南风 1级
福州,2023-05-25 星期四 ,31℃,23℃,多云~阴,东南风 1级
福州,2023-05-26 星期五 ,32℃,23℃,多云~阴,南风 2级
福州,2023-05-27 星期六 ,29℃,22℃,多云,东北风 1级
福州,2023-05-28 星期日 ,32℃,24℃,多云,北风 1级
福州,2023-05-29 星期一 ,34℃,24℃,多云,东北风 1级
福州,2023-05-30 星期二 ,35℃,25℃,多云,西风 2级
福州,2023-05-31 星期三 ,35℃,25℃,多云,西北风 2级
福州,2023-06-01 星期四 ,36℃,25℃,多云,西南风 1级
福州,2023-06-02 星期五 ,37℃,26℃,多云~小雨,西风 1级
福州,2023-06-03 星期六 ,32℃,24℃,多云~阴,北风 3级
福州,2023-06-04 星期日 ,32℃,25℃,多云~阴,东风 1级
福州,2023-06-05 星期一 ,36℃,26℃,多云,东风 2级
福州,2023-06-06 星期二 ,37℃,26℃,中雨~小雨,东北风 2级
福州,2023-06-07 星期三 ,31℃,26℃,中雨~小雨,西北风 2级
福州,2023-06-08 星期四 ,32℃,25℃,多云~中雨,南风 2级
福州,2023-06-09 星期五 ,29℃,23℃,中雨,西风 2级
福州,2023-06-10 星期六 ,28℃,23℃,小雨~阴,西风 2级
福州,2023-06-11 星期日 ,33℃,24℃,多云~阴,东南风 2级
福州,2023-06-12 星期一 ,32℃,23℃,多云,西北风 1级
福州,2023-06-13 星期二 ,32℃,24℃,多云~阴,东南风 2级
福州,2023-06-14 星期三 ,27℃,24℃,大雨~中雨,北风 0级
福州,2023-06-15 星期四 ,27℃,24℃,小雨,西北风 1级
福州,2023-06-16 星期五 ,26℃,23℃,小雨,西南风 2级
福州,2023-06-17 星期六 ,29℃,25℃,小雨~阴,西风 2级
福州,2023-06-18 星期日 ,34℃,25℃,多云~阴,西风 2级
福州,2023-06-19 星期一 ,34℃,25℃,小雨~多云,西南风 1级
福州,2023-06-20 星期二 ,35℃,26℃,小雨~阴,西风 1级
福州,2023-06-21 星期三 ,34℃,25℃,大雨,南风 1级
福州,2023-06-22 星期四 ,31℃,24℃,大雨,西风 2级
福州,2023-06-23 星期五 ,29℃,25℃,小雨,东南风 2级
福州,2023-06-24 星期六 ,32℃,25℃,多云~阴,东南风 2级
福州,2023-06-25 星期日 ,35℃,25℃,多云~阴,南风 2级
福州,2023-06-26 星期一 ,35℃,26℃,多云,西北风 1级
福州,2023-06-27 星期二 ,34℃,25℃,晴,东风 2级
福州,2023-06-28 星期三 ,34℃,25℃,晴,东南风 2级
福州,2023-06-29 星期四 ,34℃,25℃,阴,南风 1级
福州,2023-06-30 星期五 ,34℃,26℃,阴,南风 2级
福州,2023-07-01 星期六 ,35℃,28℃,多云,南风 2级
福州,2023-07-02 星期日 ,35℃,27℃,多云~阴,南风 2级
福州,2023-07-03 星期一 ,35℃,27℃,多云,西南风 2级
福州,2023-07-04 星期二 ,35℃,28℃,多云,东南风 1级
福州,2023-07-05 星期三 ,37℃,28℃,多云~阴,东南风 2级
福州,2023-07-06 星期四 ,38℃,28℃,多云,西南风 2级
福州,2023-07-07 星期五 ,38℃,28℃,多云,东南风 2级
福州,2023-07-08 星期六 ,40℃,28℃,晴,东南风 2级
福州,2023-07-09 星期日 ,40℃,28℃,多云~晴,东南风 2级
福州,2023-07-10 星期一 ,38℃,28℃,多云~晴,南风 1级
福州,2023-07-11 星期二 ,38℃,27℃,多云~晴,南风 1级
福州,2023-07-12 星期三 ,38℃,27℃,多云,东南风 2级
福州,2023-07-13 星期四 ,38℃,26℃,多云,东南风 3级
福州,2023-07-14 星期五 ,38℃,27℃,阴~多云,西北风 2级
福州,2023-07-15 星期六 ,35℃,28℃,阴~多云,东南风 2级
福州,2023-07-16 星期日 ,34℃,27℃,多云~小雨,西南风 3级
福州,2023-07-17 星期一 ,31℃,27℃,小雨~阴,东南风 1级
福州,2023-07-18 星期二 ,35℃,27℃,雾~阴,东南风 2级
福州,2023-07-19 星期三 ,36℃,28℃,多云~阴,西北风 2级
福州,2023-07-20 星期四 ,35℃,28℃,阴~小雨,东风 0级
福州,2023-07-21 星期五 ,35℃,28℃,中雨~小雨,西北风 2级
福州,2023-07-22 星期六 ,35℃,27℃,阴,北风 2级
福州,2023-07-23 星期日 ,37℃,27℃,阴~多云,南风 1级
福州,2023-07-24 星期一 ,35℃,27℃,阴,东北风 1级
福州,2023-07-25 星期二 ,34℃,28℃,阴~小雨,东北风 3级
福州,2023-07-26 星期三 ,32℃,28℃,小雨,东北风 4级
福州,2023-07-27 星期四 ,31℃,28℃,小雨~中雨,东北风 4级
福州,2023-07-28 星期五 ,27℃,26℃,大雨,东南风 3级
福州,2023-07-29 星期六 ,27℃,25℃,大雨~中雨,北风 2级
福州,2023-07-30 星期日 ,31℃,25℃,小雨~阴,东风 1级
福州,2023-07-31 星期一 ,33℃,25℃,阴~多云,东风 1级
福州,2023-08-01 星期二 ,33℃,27℃,阴~多云,东北风 1级
福州,2023-08-02 星期三 ,35℃,27℃,阴~多云,东风 1级
福州,2023-08-03 星期四 ,35℃,28℃,小雨~阴,西北风 2级
福州,2023-08-04 星期五 ,37℃,29℃,阴~多云,西北风 2级
福州,2023-08-05 星期六 ,38℃,29℃,阴~多云,西北风 1级
福州,2023-08-06 星期日 ,38℃,29℃,阴~多云,东南风 1级
福州,2023-08-07 星期一 ,37℃,28℃,阴~小雨,南风 1级
福州,2023-08-08 星期二 ,35℃,27℃,阴,东南风 1级
福州,2023-08-09 星期三 ,36℃,27℃,小雨~中雨,南风 1级
福州,2023-08-10 星期四 ,31℃,25℃,小雨~阴,东北风 1级
福州,2023-08-11 星期五 ,33℃,26℃,小雨~阴,东南风 1级
福州,2023-08-12 星期六 ,32℃,26℃,中雨~阴,东南风 2级
福州,2023-08-13 星期日 ,34℃,27℃,阴,南风 2级
福州,2023-08-14 星期一 ,35℃,27℃,小雨,西南风 2级
福州,2023-08-15 星期二 ,35℃,27℃,暴雨~小雨,西南风 1级
福州,2023-08-16 星期三 ,34℃,27℃,阴~小雨,东南风 1级
福州,2023-08-17 星期四 ,34℃,26℃,中雨,东南风 1级
福州,2023-08-18 星期五 ,32℃,26℃,小雨,东南风 1级
福州,2023-08-19 星期六 ,28℃,25℃,小雨~中雨,东南风 1级
福州,2023-08-20 星期日 ,31℃,26℃,阴~多云,东南风 1级
福州,2023-08-21 星期一 ,33℃,26℃,多云,南风 1级
福州,2023-08-22 星期二 ,33℃,26℃,大雨~阴,西北风 1级
福州,2023-08-23 星期三 ,32℃,26℃,暴雨~阴,南风 1级
福州,2023-08-24 星期四 ,34℃,26℃,阴,东南风 1级
福州,2023-08-25 星期五 ,33℃,26℃,阴~多云,东风 1级
福州,2023-08-30 星期三 ,30℃,26℃,多云,东北风 3级
福州,2023-08-31 星期四 ,28℃,26℃,阴,东北风 3级
福州,2023-09-01 星期五 ,29℃,24℃,中雨,东北风 2级
福州,2023-09-02 星期六 ,28℃,23℃,小雨转阴,东北风 2级
福州,2023-09-03 星期日 ,29℃,24℃,小雨转中雨,东北风 3级
福州,2023-09-04 星期一 ,27℃,22℃,中雨转大雨,东北风 4级
福州,2023-09-05 星期二 ,27℃,23℃,中雨转大雨,东北风 2级
福州,2023-09-06 星期三 ,24℃,22℃,中雨转小雨,东北风 2级
福州,2023-09-07 星期四 ,28℃,23℃,阴,北风 1级
福州,2023-09-08 星期五 ,29℃,23℃,小雨转多云,东北风 2级
福州,2023-09-09 星期六 ,31℃,22℃,阴,东风 1级
福州,2023-09-10 星期日 ,30℃,22℃,多云转晴,东北风 1级
福州,2023-09-11 星期一 ,30℃,23℃,多云,东南风 1级
福州,2023-09-12 星期二 ,31℃,24℃,多云,东风 1级
福州,2023-09-13 星期三 ,31℃,23℃,多云转阴,东南风 1级
福州,2023-09-14 星期四 ,29℃,19℃,大雨,东南风 2级
福州,2023-09-15 星期五 ,33℃,25℃,多云,东南风 1级
福州,2023-09-16 星期六 ,30℃,25℃,晴,西南风 1级
福州,2023-09-17 星期日 ,33℃,24℃,小雨转多云,东风 1级
福州,2023-09-18 星期一 ,33℃,26℃,小雨转多云,东风 1级
福州,2023-09-19 星期二 ,32℃,24℃,多云,北风 2级
福州,2023-09-20 星期三 ,33℃,24℃,晴,南风 2级
福州,2023-09-21 星期四 ,33℃,25℃,多云,东风 3级
福州,2023-09-22 星期五 ,32℃,26℃,多云,东北风 2级
福州,2023-09-23 星期六 ,31℃,25℃,暴雨,北风 3级
福州,2023-09-24 星期日 ,28℃,22℃,多云转大雨,东北风 2级
厦门,2023-01-01 星期日 ,17℃,14℃,多云,东北风 3级
厦门,2023-01-02 星期一 ,18℃,14℃,多云,西南风 2级
厦门,2023-01-03 星期二 ,17℃,13℃,多云,东南风 2级
厦门,2023-01-04 星期三 ,18℃,12℃,多云,东北风 3级
厦门,2023-01-05 星期四 ,20℃,13℃,多云,东北风 2级
厦门,2023-01-06 星期五 ,23℃,13℃,多云,东风 2级
厦门,2023-01-07 星期六 ,20℃,11℃,晴,东风 3级
厦门,2023-01-08 星期日 ,20℃,15℃,多云,东北风 1级
厦门,2023-01-09 星期一 ,18℃,15℃,小雨,东北风 2级
厦门,2023-01-10 星期二 ,15℃,14℃,小雨,东北风 3级
厦门,2023-01-11 星期三 ,17℃,15℃,雾,东北风 2级
厦门,2023-01-12 星期四 ,19℃,17℃,雾,南风 1级
厦门,2023-01-13 星期五 ,18℃,17℃,小雨,东南风 1级
厦门,2023-01-14 星期六 ,25℃,14℃,雾,南风 2级
厦门,2023-01-15 星期日 ,13℃,10℃,中雨,东风 2级
厦门,2023-01-16 星期一 ,12℃,8℃,阴,东南风 2级
厦门,2023-01-17 星期二 ,15℃,9℃,阴,西风 1级
厦门,2023-01-18 星期三 ,15℃,10℃,多云,南风 1级
厦门,2023-01-19 星期四 ,17℃,11℃,晴,西北风 2级
厦门,2023-01-20 星期五 ,16℃,11℃,多云,东风 2级
厦门,2023-01-21 星期六 ,14℃,11℃,小雨,西北风 1级
厦门,2023-01-22 星期日 ,14℃,13℃,小雨,北风 1级
厦门,2023-01-23 星期一 ,17℃,12℃,雾,东南风 2级
厦门,2023-01-24 星期二 ,15℃,5℃,多云,东风 4级
厦门,2023-01-25 星期三 ,9℃,6℃,多云,东风 3级
厦门,2023-01-26 星期四 ,16℃,11℃,多云,西风 1级
厦门,2023-01-27 星期五 ,16℃,6℃,多云,东风 3级
厦门,2023-01-28 星期六 ,13℃,5℃,多云,东北风 2级
厦门,2023-01-29 星期日 ,15℃,6℃,晴,北风 1级
厦门,2023-01-30 星期一 ,16℃,8℃,晴,北风 2级
厦门,2023-01-31 星期二 ,21℃,13℃,晴,东南风 1级
厦门,2023-02-01 星期三 ,21℃,14℃,多云,西南风 1级
厦门,2023-02-02 星期四 ,19℃,11℃,多云,东北风 1级
厦门,2023-02-03 星期五 ,18℃,12℃,多云,东风 1级
厦门,2023-02-04 星期六 ,14℃,12℃,小雨,西北风 1级
厦门,2023-02-05 星期日 ,14℃,13℃,大雨,东风 1级
厦门,2023-02-06 星期一 ,20℃,13℃,雾,西风 1级
厦门,2023-02-07 星期二 ,17℃,14℃,小雨,东风 1级
厦门,2023-02-08 星期三 ,18℃,14℃,多云,东风 2级
厦门,2023-02-09 星期四 ,19℃,14℃,小雨,西南风 2级
厦门,2023-02-10 星期五 ,17℃,13℃,小雨,西南风 2级
厦门,2023-02-11 星期六 ,16℃,15℃,小雨,东风 1级
厦门,2023-02-12 星期日 ,19℃,17℃,雾,北风 1级
厦门,2023-02-13 星期一 ,26℃,13℃,雾,东风 3级
厦门,2023-02-14 星期二 ,14℃,9℃,多云,西风 2级
厦门,2023-02-15 星期三 ,14℃,8℃,多云,南风 2级
厦门,2023-02-16 星期四 ,16℃,8℃,晴,西南风 1级
厦门,2023-02-17 星期五 ,20℃,12℃,多云,东北风 1级
厦门,2023-02-18 星期六 ,23℃,14℃,雾,东北风 1级
厦门,2023-02-19 星期日 ,23℃,11℃,晴,东风 4级
厦门,2023-02-20 星期一 ,18℃,9℃,多云,东北风 1级
厦门,2023-02-21 星期二 ,17℃,8℃,多云,东风 2级
厦门,2023-02-22 星期三 ,15℃,10℃,多云,东南风 1级
厦门,2023-02-23 星期四 ,20℃,12℃,多云,东北风 1级
厦门,2023-02-24 星期五 ,20℃,11℃,多云,东北风 4级
厦门,2023-02-25 星期六 ,16℃,9℃,晴,东南风 2级
厦门,2023-02-26 星期日 ,15℃,8℃,晴,东北风 3级
厦门,2023-02-27 星期一 ,18℃,12℃,晴,北风 2级
厦门,2023-02-28 星期二 ,21℃,13℃,多云,西北风 1级
厦门,2023-03-01 星期三 ,22℃,14℃,雾~晴,东北风 5级
厦门,2023-03-02 星期四 ,18℃,10℃,多云~晴,东北风 3级
厦门,2023-03-03 星期五 ,19℃,12℃,晴~多云,东风 2级
厦门,2023-03-04 星期六 ,20℃,12℃,多云~晴,东北风 2级
厦门,2023-03-05 星期日 ,21℃,12℃,晴,东北风 2级
厦门,2023-03-06 星期一 ,22℃,12℃,晴,东北风 2级
厦门,2023-03-07 星期二 ,23℃,13℃,晴,东北风 1级
厦门,2023-03-08 星期三 ,24℃,14℃,雾~晴,北风 1级
厦门,2023-03-09 星期四 ,24℃,15℃,晴~多云,北风 1级
厦门,2023-03-10 星期五 ,25℃,14℃,晴,北风 1级
厦门,2023-03-11 星期六 ,24℃,15℃,晴~多云,东北风 1级
厦门,2023-03-12 星期日 ,25℃,13℃,多云~阴,东北风 6级
厦门,2023-03-13 星期一 ,19℃,10℃,多云,东风 2级
厦门,2023-03-14 星期二 ,20℃,13℃,多云~晴,东北风 1级
厦门,2023-03-15 星期三 ,23℃,15℃,雾~晴,东北风 2级
厦门,2023-03-16 星期四 ,24℃,16℃,多云,东风 2级
厦门,2023-03-17 星期五 ,24℃,16℃,雾~多云,东风 2级
厦门,2023-03-18 星期六 ,19℃,14℃,雾~多云,东风 2级
厦门,2023-03-19 星期日 ,20℃,16℃,多云,东风 1级
厦门,2023-03-20 星期一 ,23℃,17℃,雾~阴,南风 1级
厦门,2023-03-21 星期二 ,26℃,19℃,雾~阴,南风 1级
厦门,2023-03-22 星期三 ,27℃,20℃,雾~阴,南风 2级
厦门,2023-03-23 星期四 ,25℃,17℃,雾~小雨,东南风 2级
厦门,2023-03-24 星期五 ,18℃,14℃,小雨~中雨,东风 2级
厦门,2023-03-25 星期六 ,16℃,14℃,大雨~小雨,东风 2级
厦门,2023-03-26 星期日 ,14℃,12℃,小雨,西风 2级
厦门,2023-03-27 星期一 ,16℃,13℃,小雨~阴,东风 2级
厦门,2023-03-28 星期二 ,19℃,13℃,多云~阴,西南风 2级
厦门,2023-03-29 星期三 ,16℃,15℃,中雨~小雨,东风 1级
厦门,2023-03-30 星期四 ,19℃,15℃,雾~阴,东风 2级
厦门,2023-03-31 星期五 ,19℃,15℃,小雨,南风 2级
厦门,2023-04-01 星期六 ,20℃,15℃,雾~多云,东北风 1级
厦门,2023-04-02 星期日 ,23℃,16℃,雾~多云,东风 2级
厦门,2023-04-03 星期一 ,21℃,18℃,多云~阴,东南风 1级
厦门,2023-04-04 星期二 ,24℃,20℃,雾~小雨,东南风 1级
厦门,2023-04-05 星期三 ,22℃,18℃,大雨,东北风 1级
厦门,2023-04-06 星期四 ,19℃,16℃,小雨~中雨,东风 2级
厦门,2023-04-07 星期五 ,19℃,15℃,多云~晴,东北风 2级
厦门,2023-04-08 星期六 ,20℃,13℃,多云,南风 2级
厦门,2023-04-09 星期日 ,21℃,15℃,多云,南风 2级
厦门,2023-04-10 星期一 ,23℃,16℃,晴~多云,东风 1级
厦门,2023-04-11 星期二 ,27℃,19℃,多云,东北风 1级
厦门,2023-04-12 星期三 ,24℃,18℃,雾~多云,东南风 2级
厦门,2023-04-13 星期四 ,25℃,19℃,雾~多云,东南风 1级
厦门,2023-04-14 星期五 ,28℃,20℃,多云,西风 3级
厦门,2023-04-15 星期六 ,31℃,19℃,多云,西风 1级
厦门,2023-04-16 星期日 ,28℃,20℃,雾~晴,南风 1级
厦门,2023-04-17 星期一 ,29℃,21℃,雾~雷阵雨,西南风 2级
厦门,2023-04-18 星期二 ,23℃,21℃,暴雨~小雨,西风 1级
厦门,2023-04-19 星期三 ,24℃,21℃,暴雨~中雨,北风 1级
厦门,2023-04-20 星期四 ,26℃,20℃,雾~阴,东风 2级
厦门,2023-04-21 星期五 ,23℃,19℃,多云~阴,东风 3级
厦门,2023-04-22 星期六 ,24℃,19℃,多云,东南风 1级
厦门,2023-04-23 星期日 ,24℃,19℃,多云~阴,东风 2级
厦门,2023-04-24 星期一 ,22℃,18℃,雾~阵雨,东风 2级
厦门,2023-04-25 星期二 ,22℃,17℃,小雨,东风 2级
厦门,2023-04-26 星期三 ,20℃,17℃,多云,西风 2级
厦门,2023-04-27 星期四 ,24℃,17℃,多云,西风 2级
厦门,2023-04-28 星期五 ,27℃,20℃,雾~多云,北风 1级
厦门,2023-04-29 星期六 ,29℃,18℃,雾~小雨,西风 2级
厦门,2023-04-30 星期日 ,21℃,17℃,多云,东风 1级
厦门,2023-05-01 星期一 ,26℃,18℃,晴~多云,西风 2级
厦门,2023-05-02 星期二 ,27℃,21℃,多云~阴,东北风 1级
厦门,2023-05-03 星期三 ,28℃,22℃,多云~阴,东南风 1级
厦门,2023-05-04 星期四 ,28℃,24℃,小雨~阴,南风 2级
厦门,2023-05-05 星期五 ,29℃,23℃,多云~阴,南风 1级
厦门,2023-05-06 星期六 ,29℃,24℃,小雨~大雨,西南风 1级
厦门,2023-05-07 星期日 ,31℃,20℃,多云~中雨,西风 2级
厦门,2023-05-08 星期一 ,22℃,18℃,多云~阴,东北风 4级
厦门,2023-05-09 星期二 ,23℃,17℃,多云~晴,东风 2级
厦门,2023-05-10 星期三 ,25℃,19℃,晴,东北风 1级
厦门,2023-05-11 星期四 ,25℃,19℃,多云~阴,西风 1级
厦门,2023-05-12 星期五 ,24℃,20℃,雾~阴,东南风 1级
厦门,2023-05-13 星期六 ,25℃,21℃,雾~阴,南风 2级
厦门,2023-05-14 星期日 ,26℃,20℃,多云~阴,东南风 2级
厦门,2023-05-15 星期一 ,29℃,20℃,雾~阴,东北风 1级
厦门,2023-05-16 星期二 ,29℃,23℃,雾~小雨,东南风 2级
厦门,2023-05-17 星期三 ,26℃,24℃,小雨,东北风 1级
厦门,2023-05-18 星期四 ,30℃,23℃,雾~多云,东南风 1级
厦门,2023-05-19 星期五 ,29℃,22℃,雾~雷阵雨,东北风 2级
厦门,2023-05-20 星期六 ,26℃,22℃,雾~小雨,东风 1级
厦门,2023-05-21 星期日 ,30℃,25℃,雾~阴,东北风 1级
厦门,2023-05-22 星期一 ,31℃,21℃,小雨,东风 3级
厦门,2023-05-23 星期二 ,23℃,20℃,多云~阴,东风 1级
厦门,2023-05-24 星期三 ,26℃,22℃,多云,东风 1级
厦门,2023-05-25 星期四 ,28℃,23℃,多云,北风 1级
厦门,2023-05-26 星期五 ,31℃,23℃,多云,东风 1级
厦门,2023-05-27 星期六 ,31℃,23℃,雾~多云,西风 1级
厦门,2023-05-28 星期日 ,32℃,24℃,多云~晴,西南风 1级
厦门,2023-05-29 星期一 ,32℃,25℃,多云~晴,北风 4级
厦门,2023-05-30 星期二 ,36℃,26℃,晴,东南风 2级
厦门,2023-05-31 星期三 ,35℃,26℃,晴,西南风 1级
厦门,2023-06-01 星期四 ,33℃,26℃,多云,西北风 1级
厦门,2023-06-02 星期五 ,32℃,26℃,多云~小雨,北风 3级
厦门,2023-06-03 星期六 ,30℃,25℃,中雨~阴,东风 2级
厦门,2023-06-04 星期日 ,32℃,25℃,多云,东南风 2级
厦门,2023-06-05 星期一 ,32℃,25℃,晴~多云,北风 1级
厦门,2023-06-06 星期二 ,33℃,26℃,多云,东北风 1级
厦门,2023-06-07 星期三 ,32℃,26℃,中雨~阴,西南风 2级
厦门,2023-06-08 星期四 ,33℃,26℃,多云,西南风 1级
厦门,2023-06-09 星期五 ,32℃,25℃,大雨~中雨,西南风 1级
厦门,2023-06-10 星期六 ,25℃,24℃,大雨~中雨,西南风 1级
厦门,2023-06-11 星期日 ,30℃,24℃,多云~雷阵雨,东北风 1级
厦门,2023-06-12 星期一 ,29℃,24℃,多云,东北风 2级
厦门,2023-06-13 星期二 ,31℃,25℃,多云~阴,西北风 1级
厦门,2023-06-14 星期三 ,26℃,24℃,中雨,西南风 1级
厦门,2023-06-15 星期四 ,28℃,24℃,多云~小雨,东北风 2级
厦门,2023-06-16 星期五 ,27℃,24℃,小雨~中雨,西风 1级
厦门,2023-06-17 星期六 ,30℃,25℃,大雨~小雨,东风 1级
厦门,2023-06-18 星期日 ,30℃,26℃,多云,西风 1级
厦门,2023-06-19 星期一 ,31℃,26℃,大雨~阴,南风 2级
厦门,2023-06-20 星期二 ,34℃,26℃,多云,东北风 1级
厦门,2023-06-21 星期三 ,34℃,27℃,多云,东风 2级
厦门,2023-06-22 星期四 ,33℃,26℃,多云~阴,东风 1级
厦门,2023-06-23 星期五 ,30℃,26℃,小雨,北风 1级
厦门,2023-06-24 星期六 ,30℃,26℃,小雨~阴,东北风 1级
厦门,2023-06-25 星期日 ,31℃,26℃,多云,北风 1级
厦门,2023-06-26 星期一 ,32℃,26℃,多云,北风 1级
厦门,2023-06-27 星期二 ,30℃,25℃,阴,西风 3级
厦门,2023-06-28 星期三 ,33℃,25℃,晴,西风 1级
