City,Date,Max Temperature,Min Temperature,Weather,Wind,Month
北京,2023-01-01,4,-7,多云,西北风 1级,1
北京,2023-01-02,3,-8,多云,东风 1级,1
北京,2023-01-03,3,-8,多云,东北风 1级,1
北京,2023-01-04,5,-8,晴,东北风 1级,1
北京,2023-01-05,4,-6,多云,西南风 1级,1
北京,2023-01-06,9,-7,多云,东北风 1级,1
北京,2023-01-07,7,-6,多云,南风 1级,1
北京,2023-01-08,12,-5,晴,西南风 3级,1
北京,2023-01-09,8,-6,多云,西风 5级,1
北京,2023-01-10,7,-6,晴,东南风 4级,1
北京,2023-01-11,2,-4,多云,北风 1级,1
北京,2023-01-12,3,0,多云,北风 1级,1
北京,2023-01-13,7,-4,多云,东北风 2级,1
北京,2023-01-14,-2,-10,阴,西北风 4级,1
北京,2023-01-15,0,-10,晴,西风 2级,1
北京,2023-01-16,1,-8,晴,东北风 3级,1
北京,2023-01-17,3,-9,晴,西北风 2级,1
北京,2023-01-18,3,-6,晴,北风 1级,1
北京,2023-01-19,4,-9,晴,西北风 1级,1
北京,2023-01-20,-1,-9,晴,南风 1级,1
北京,2023-01-21,1,-9,晴,北风 1级,1
北京,2023-01-22,4,-8,多云,西北风 2级,1
北京,2023-01-23,-3,-14,多云,西北风 3级,1
北京,2023-01-24,-6,-13,晴,西南风 1级,1
北京,2023-01-25,-4,-10,多云,东北风 2级,1
北京,2023-01-26,1,-9,多云,西北风 2级,1
北京,2023-01-27,2,-9,晴,西风 3级,1
北京,2023-01-28,6,-5,晴,西南风 1级,1
北京,2023-01-29,10,-6,晴,北风 1级,1
北京,2023-01-30,8,-5,晴,东风 2级,1
北京,2023-01-31,14,-3,晴,北风 3级,1
北京,2023-02-01,4,-8,多云,东北风 2级,2
北京,2023-02-02,2,-7,多云,东北风 1级,2
北京,2023-02-03,5,-5,多云,东风 1级,2
北京,2023-02-04,9,-6,晴,南风 2级,2
北京,2023-02-05,6,-4,多云,东北风 1级,2
北京,2023-02-06,8,-5,多云,东南风 2级,2
北京,2023-02-07,6,-5,晴,东北风 1级,2
北京,2023-02-08,7,-2,多云,南风 2级,2
北京,2023-02-09,1,-5,多云,北风 2级,2
北京,2023-02-10,3,-3,多云,北风 2级,2
北京,2023-02-11,3,0,多云,东北风 2级,2
北京,2023-02-12,2,-4,大雪,北风 1级,2
北京,2023-02-13,6,-2,多云,西风 3级,2
北京,2023-02-14,4,-5,多云,南风 1级,2
北京,2023-02-15,4,-6,多云,西南风 2级,2
北京,2023-02-16,6,-4,多云,西南风 1级,2
北京,2023-02-17,5,-1,多云,东北风 1级,2
北京,2023-02-18,4,-5,多云,西北风 3级,2
北京,2023-02-19,11,-3,晴,北风 2级,2
北京,2023-02-20,6,-5,晴,西北风 2级,2
北京,2023-02-21,5,-3,多云,北风 1级,2
北京,2023-02-22,9,-2,多云,东北风 2级,2
北京,2023-02-23,10,0,多云,北风 2级,2
北京,2023-02-24,7,-5,多云,北风 2级,2
北京,2023-02-25,10,-4,晴,西南风 2级,2
北京,2023-02-26,11,-1,晴,南风 1级,2
北京,2023-02-27,12,1,多云,北风 1级,2
北京,2023-02-28,14,-1,多云,北风 2级,2
北京,2023-03-01,10,-3,晴,东北风 2级,3
北京,2023-03-02,14,0,晴,西北风 2级,3
北京,2023-03-03,20,0,晴,东北风 1级,3
北京,2023-03-04,16,0,多云~晴,北风 1级,3
北京,2023-03-05,11,2,多云~晴,北风 1级,3
北京,2023-03-06,23,3,多云~晴,西南风 1级,3
北京,2023-03-07,21,7,多云,东北风 1级,3
北京,2023-03-08,19,2,多云~晴,东南风 2级,3
北京,2023-03-09,19,6,多云~晴,东北风 1级,3
北京,2023-03-10,27,8,多云,北风 3级,3
北京,2023-03-11,14,1,多云~小雨,北风 4级,3
北京,2023-03-12,11,-1,多云,东南风 2级,3
北京,2023-03-13,15,3,多云,东北风 1级,3
北京,2023-03-14,21,1,扬沙~晴,北风 3级,3
北京,2023-03-15,11,-1,多云~晴,东北风 1级,3
北京,2023-03-16,11,1,多云,北风 1级,3
北京,2023-03-17,10,1,多云,北风 1级,3
北京,2023-03-18,17,1,多云~晴,西南风 2级,3
北京,2023-03-19,14,5,多云,北风 1级,3
北京,2023-03-20,16,7,多云,东北风 1级,3
北京,2023-03-21,18,10,多云,东南风 1级,3
北京,2023-03-22,15,4,多云,北风 2级,3
北京,2023-03-23,12,4,多云,西北风 2级,3
北京,2023-03-24,13,3,多云~阴,西北风 1级,3
北京,2023-03-25,15,-1,多云~晴,西南风 1级,3
北京,2023-03-26,16,3,多云~晴,西南风 3级,3
北京,2023-03-27,20,5,多云~晴,北风 3级,3
北京,2023-03-28,21,7,多云,北风 4级,3
北京,2023-03-29,25,10,多云~晴,西风 4级,3
北京,2023-03-30,25,11,多云~晴,西风 1级,3
北京,2023-03-31,23,10,多云,东南风 2级,3
北京,2023-04-01,22,12,多云,东南风 3级,4
北京,2023-04-02,20,13,多云~阴,东北风 4级,4
北京,2023-04-03,18,9,多云~小雨,北风 2级,4
北京,2023-04-04,12,6,小雨,北风 2级,4
北京,2023-04-05,17,9,多云~小雨,西风 0级,4
北京,2023-04-06,18,5,多云~晴,西北风 3级,4
北京,2023-04-07,16,4,晴,北风 3级,4
北京,2023-04-08,22,8,晴~多云,西南风 4级,4
北京,2023-04-09,22,10,多云,东南风 2级,4
北京,2023-04-10,28,11,多云,东南风 1级,4
北京,2023-04-11,18,5,多云~晴,西北风 5级,4
北京,2023-04-12,22,11,多云~晴,西风 2级,4
北京,2023-04-13,22,13,多云,西风 5级,4
北京,2023-04-14,20,8,多云~晴,南风 3级,4
北京,2023-04-15,20,7,多云~晴,东南风 3级,4
北京,2023-04-16,21,10,多云,西北风 3级,4
北京,2023-04-17,21,10,多云,东北风 2级,4
北京,2023-04-18,27,9,多云~晴,东北风 3级,4
北京,2023-04-19,26,16,多云~扬沙,南风 1级,4
北京,2023-04-20,18,12,多云~阴,东风 2级,4
北京,2023-04-21,14,8,多云~小雨,东南风 3级,4
北京,2023-04-22,14,7,多云,南风 1级,4
北京,2023-04-23,16,6,多云,西风 4级,4
北京,2023-04-24,17,8,多云~阴,东北风 3级,4
北京,2023-04-25,20,5,多云~晴,东北风 3级,4
北京,2023-04-26,19,10,多云,西南风 1级,4
北京,2023-04-27,20,12,多云~小雨,西南风 3级,4
北京,2023-04-28,21,11,雾~多云,西北风 2级,4
北京,2023-04-29,24,9,多云~晴,东风 3级,4
北京,2023-04-30,24,11,多云~晴,西南风 2级,4
北京,2023-05-01,25,16,多云~小雨,西北风 3级,5
北京,2023-05-02,28,16,多云~晴,东北风 3级,5
北京,2023-05-03,27,15,多云,东南风 2级,5
北京,2023-05-04,20,15,多云~小雨,西北风 2级,5
北京,2023-05-05,19,14,多云,西北风 2级,5
北京,2023-05-06,24,12,多云~晴,东风 1级,5
北京,2023-05-07,26,11,晴,南风 1级,5
北京,2023-05-08,28,13,多云,东南风 2级,5
北京,2023-05-09,27,14,多云,东风 3级,5
北京,2023-05-10,27,14,多云,西南风 6级,5
北京,2023-05-11,27,13,多云,西北风 2级,5
北京,2023-05-12,25,15,小雨~晴,西南风 2级,5
北京,2023-05-13,28,16,多云~晴,东风 4级,5
北京,2023-05-14,30,16,晴,东北风 2级,5
北京,2023-05-15,34,22,多云~晴,东南风 3级,5
北京,2023-05-16,34,20,多云~小雨,西北风 1级,5
北京,2023-05-17,27,15,多云,东北风 3级,5
北京,2023-05-18,28,14,多云~小雨,东南风 2级,5
北京,2023-05-19,20,14,小雨~扬沙,北风 5级,5
北京,2023-05-20,24,16,多云~扬沙,南风 2级,5
北京,2023-05-21,26,15,多云,北风 3级,5
北京,2023-05-22,30,15,晴,东南风 1级,5
北京,2023-05-23,30,18,多云,南风 2级,5
北京,2023-05-24,28,18,多云~小雨,南风 2级,5
北京,2023-05-25,25,16,多云,西北风 2级,5
北京,2023-05-26,29,19,多云,西风 2级,5
北京,2023-05-27,22,16,小雨~多云,东北风 2级,5
北京,2023-05-28,28,19,多云~晴,西风 3级,5
北京,2023-05-29,31,19,多云~小雨,西南风 3级,5
北京,2023-05-30,25,15,多云,东北风 4级,5
北京,2023-05-31,26,16,多云,东南风 3级,5
北京,2023-06-01,31,16,多云~晴,东北风 2级,6
北京,2023-06-02,31,17,多云,东南风 2级,6
北京,2023-06-03,33,19,多云,西南风 2级,6
北京,2023-06-04,33,20,多云~晴,西风 2级,6
北京,2023-06-05,35,21,多云,东南风 3级,6
北京,2023-06-06,34,22,晴,西南风 1级,6
北京,2023-06-07,37,21,阴~晴,南风 4级,6
北京,2023-06-08,34,19,多云,西风 4级,6
北京,2023-06-09,34,20,多云,北风 3级,6
北京,2023-06-10,30,17,多云~晴,东风 4级,6
北京,2023-06-11,30,17,小雨,西北风 3级,6
北京,2023-06-12,30,19,多云,西风 2级,6
北京,2023-06-13,33,20,晴,西北风 2级,6
北京,2023-06-14,36,21,多云~晴,北风 4级,6
北京,2023-06-15,37,23,晴,北风 3级,6
北京,2023-06-16,39,24,晴,北风 4级,6
北京,2023-06-17,37,22,多云~晴,北风 2级,6
北京,2023-06-18,34,22,多云,东南风 2级,6
北京,2023-06-19,28,18,小雨,东风 1级,6
北京,2023-06-20,34,19,多云~晴,东风 1级,6
北京,2023-06-21,38,22,多云~晴,北风 3级,6
北京,2023-06-22,41,24,多云~晴,西北风 3级,6
北京,2023-06-23,40,26,多云,南风 3级,6
北京,2023-06-24,40,25,多云~晴,南风 2级,6
北京,2023-06-25,34,22,多云,东南风 2级,6
北京,2023-06-26,32,24,多云,东北风 2级,6
北京,2023-06-27,30,25,小雨到大雨,西风 4级,6
北京,2023-06-28,35,25,晴,西北风 3级,6
北京,2023-06-29,17,10,晴,西风 4级,6
北京,2023-06-30,30,26,小雨,西南风 3级,6
北京,2023-07-01,39,25,多云,东北风 2级,7
北京,2023-07-02,38,24,多云,南风 2级,7
北京,2023-07-03,33,23,多云~中雨,东南风 1级,7
北京,2023-07-04,31,21,小雨~晴,西风 5级,7
北京,2023-07-05,40,23,晴,东南风 3级,7
北京,2023-07-06,41,24,晴,西风 2级,7
北京,2023-07-07,37,23,多云~晴,西北风 3级,7
北京,2023-07-08,37,24,晴,西风 3级,7
北京,2023-07-09,38,25,晴,南风 2级,7
北京,2023-07-10,39,26,多云~小雨,南风 3级,7
北京,2023-07-11,34,24,多云~小雨,西南风 1级,7
北京,2023-07-12,23,21,小雨,西南风 2级,7
北京,2023-07-13,23,22,小雨~多云,南风 1级,7
北京,2023-07-14,35,23,多云~晴,西南风 5级,7
北京,2023-07-15,32,23,阴~晴,西风 1级,7
北京,2023-07-16,36,21,晴,西南风 2级,7
北京,2023-07-17,36,23,晴,西北风 2级,7
北京,2023-07-18,36,25,晴,东南风 4级,7
北京,2023-07-19,37,24,晴,北风 2级,7
北京,2023-07-20,36,24,小雨~雷阵雨,东北风 1级,7
北京,2023-07-21,27,21,小雨~中雨,东南风 2级,7
北京,2023-07-22,26,22,暴雨~多云,西南风 4级,7
北京,2023-07-23,34,24,多云,西北风 3级,7
北京,2023-07-24,34,24,多云~雷阵雨,西南风 2级,7
北京,2023-07-25,34,24,晴~多云,北风 4级,7
北京,2023-07-26,34,24,大雨~小雨,西南风 2级,7
北京,2023-07-27,33,24,多云~小雨,西南风 4级,7
北京,2023-07-28,30,23,阴~小雨,北风 1级,7
北京,2023-07-29,29,23,小雨~大雨,西北风 2级,7
北京,2023-07-30,24,21,大暴雨~暴雨,南风 1级,7
北京,2023-07-31,26,24,暴雨~大雨,南风 2级,7
北京,2023-08-01,28,25,中雨~小雨,东南风 2级,8
北京,2023-08-02,31,26,多云~晴,西南风 3级,8
北京,2023-08-03,32,26,多云~小雨,西南风 2级,8
北京,2023-08-04,34,26,多云,东北风 1级,8
北京,2023-08-05,36,25,阴~小雨,东北风 2级,8
北京,2023-08-06,28,23,阴~多云,南风 2级,8
北京,2023-08-07,27,23,阴~小雨,东南风 1级,8
北京,2023-08-08,31,24,多云,南风 2级,8
北京,2023-08-09,33,24,多云~小雨,东南风 1级,8
北京,2023-08-10,32,23,多云~阴,东南风 2级,8
北京,2023-08-11,29,23,阴~中雨,东南风 1级,8
北京,2023-08-12,31,22,阴~晴,东风 2级,8
北京,2023-08-13,34,23,多云~晴,南风 1级,8
北京,2023-08-14,35,24,晴,西南风 1级,8
北京,2023-08-15,34,24,阴~晴,西南风 2级,8
北京,2023-08-16,35,24,阴~多云,南风 1级,8
北京,2023-08-17,32,25,阴,东南风 2级,8
北京,2023-08-18,36,22,阴~多云,西北风 1级,8
北京,2023-08-19,35,23,晴~多云,东南风 1级,8
北京,2023-08-20,33,23,阴~中雨,东南风 2级,8
北京,2023-08-21,29,22,阴~晴,西南风 2级,8
北京,2023-08-22,31,20,晴,东北风 2级,8
北京,2023-08-23,31,21,多云~雷阵雨,东南风 1级,8
北京,2023-08-24,22,18,小雨~多云,东北风 1级,8
北京,2023-08-25,28,21,阴~雷阵雨,西南风 1级,8
北京,2023-08-26,25,25,多云,东南风 4级,8
北京,2023-08-27,32,22,晴,西风 1级,8
北京,2023-08-28,33,25,多云,东南风 3级,8
北京,2023-08-29,22,10,阴,北风 2级,8
北京,2023-08-30,32,20,晴,西南风 3级,8
北京,2023-08-31,25,24,晴,东南风 4级,8
北京,2023-09-01,25,25,阴,东南风 4级,9
北京,2023-09-02,32,24,多云,东北风 3级,9
北京,2023-09-03,29,22,晴,北风 5级,9
北京,2023-09-04,23,13,多云,东北风 1级,9
北京,2023-09-05,22,13,晴,西风 3级,9
北京,2023-09-06,29,16,晴,东北风 4级,9
北京,2023-09-07,29,27,阴,北风 1级,9
北京,2023-09-08,28,16,阴,西风 3级,9
北京,2023-09-09,29,19,多云,东风 1级,9
北京,2023-09-10,25,22,晴,南风 2级,9
北京,2023-09-11,28,20,阴,西南风 3级,9
北京,2023-09-12,24,17,晴,西风 3级,9
北京,2023-09-13,25,25,晴,东南风 4级,9
北京,2023-09-14,27,19,晴,东北风 4级,9
北京,2023-09-15,30,19,晴,西北风 3级,9
北京,2023-09-16,32,17,晴,北风 3级,9
北京,2023-09-17,21,13,阴,东风 4级,9
北京,2023-09-18,30,21,阴,西南风 3级,9
北京,2023-09-19,30,25,阴,西风 1级,9
北京,2023-09-20,25,20,阴,东南风 1级,9
北京,2023-09-21,27,14,晴,西南风 3级,9
北京,2023-09-22,17,10,晴,东风 2级,9
北京,2023-09-23,18,8,阴,西风 2级,9
北京,2023-09-24,24,17,晴,西南风 2级,9
福州,2023-01-01,15,12,阴,西北风 2级,1
福州,2023-01-02,14,12,多云,东北风 2级,1
福州,2023-01-03,12,11,多云,东北风 3级,1
福州,2023-01-04,12,11,多云,北风 2级,1
福州,2023-01-05,17,11,多云,东北风 1级,1
福州,2023-01-06,21,10,多云,南风 4级,1
福州,2023-01-07,20,9,晴,北风 2级,1
福州,2023-01-08,18,13,多云,东北风 2级,1
福州,2023-01-09,17,12,小雨,西风 2级,1
福州,2023-01-10,14,12,雾,东北风 2级,1
福州,2023-01-11,17,13,阴,西北风 2级,1
福州,2023-01-12,20,16,小雨,东南风 1级,1
福州,2023-01-13,18,16,小雨,西风 1级,1
福州,2023-01-14,26,11,雾,西南风 2级,1
福州,2023-01-15,11,8,小雨,北风 2级,1
福州,2023-01-16,8,7,阴,东北风 3级,1
福州,2023-01-17,11,8,多云,西风 2级,1
福州,2023-01-18,10,6,多云,东风 2级,1
福州,2023-01-19,15,9,多云,西北风 2级,1
福州,2023-01-20,15,9,多云,北风 2级,1
福州,2023-01-21,13,9,小雨,西北风 2级,1
福州,2023-01-22,17,13,雾,东南风 1级,1
福州,2023-01-23,15,8,雾,东风 1级,1
福州,2023-01-24,16,3,多云,东北风 2级,1
福州,2023-01-25,7,6,多云,西北风 2级,1
福州,2023-01-26,16,7,多云,北风 3级,1
福州,2023-01-27,16,3,多云,北风 3级,1
福州,2023-01-28,12,4,多云,西北风 2级,1
福州,2023-01-29,15,4,晴,西风 1级,1
福州,2023-01-30,17,6,晴,西北风 2级,1
福州,2023-01-31,21,10,晴,东风 2级,1
福州,2023-02-01,18,10,多云,东南风 1级,2
福州,2023-02-02,18,8,多云,西北风 2级,2
福州,2023-02-03,13,10,多云,西北风 2级,2
福州,2023-02-04,11,10,小雨,西北风 2级,2
福州,2023-02-05,15,10,小雨,西南风 1级,2
福州,2023-02-06,21,13,雾,南风 2级,2
福州,2023-02-07,16,12,雾,东北风 3级,2
福州,2023-02-08,13,12,多云,北风 2级,2
福州,2023-02-09,17,13,小雨,东南风 1级,2
福州,2023-02-10,14,12,小雨,东风 2级,2
福州,2023-02-11,15,14,小雨,东风 2级,2
福州,2023-02-12,22,16,小雨,西南风 1级,2
福州,2023-02-13,26,10,雾,西风 1级,2
福州,2023-02-14,11,8,多云,北风 1级,2
福州,2023-02-15,13,8,多云,北风 2级,2
福州,2023-02-16,16,7,多云,西风 2级,2
福州,2023-02-17,19,11,多云,南风 1级,2
福州,2023-02-18,26,13,多云,西南风 1级,2
福州,2023-02-19,21,9,多云,东北风 2级,2
福州,2023-02-20,16,7,多云,东北风 2级,2
福州,2023-02-21,14,7,多云,东风 3级,2
福州,2023-02-22,15,9,多云,北风 1级,2
福州,2023-02-23,18,10,多云,东北风 2级,2
福州,2023-02-24,19,9,多云,西北风 2级,2
福州,2023-02-25,16,7,多云,东北风 3级,2
福州,2023-02-26,14,6,多云,北风 2级,2
福州,2023-02-27,18,10,多云,西北风 2级,2
福州,2023-02-28,22,11,多云,北风 1级,2
福州,2023-03-01,25,13,多云~阴,东北风 2级,3
福州,2023-03-02,16,8,多云~晴,北风 2级,3
福州,2023-03-03,18,11,晴~多云,西风 2级,3
福州,2023-03-04,22,9,多云,东北风 1级,3
福州,2023-03-05,22,9,晴,北风 1级,3
福州,2023-03-06,23,9,晴,北风 1级,3
福州,2023-03-07,24,11,晴,北风 1级,3
福州,2023-03-08,26,15,晴~多云,西北风 1级,3
福州,2023-03-09,26,13,多云,北风 1级,3
福州,2023-03-10,26,13,多云,东风 1级,3
福州,2023-03-11,26,15,晴~多云,东北风 1级,3
福州,2023-03-12,23,11,多云~小雨,东风 2级,3
福州,2023-03-13,17,9,多云,东北风 1级,3
福州,2023-03-14,22,11,多云~晴,北风 1级,3
福州,2023-03-15,24,14,晴~多云,东风 1级,3
福州,2023-03-16,24,15,多云~阴,北风 3级,3
福州,2023-03-17,26,13,雾~阴,东风 1级,3
福州,2023-03-18,16,12,多云~小雨,东北风 2级,3
福州,2023-03-19,15,13,多云~小雨,南风 3级,3
福州,2023-03-20,25,15,多云~阴,东风 1级,3
福州,2023-03-21,28,18,多云~阴,东南风 1级,3
福州,2023-03-22,30,19,雾~小雨,南风 1级,3
福州,2023-03-23,24,14,大雨~中雨,西风 1级,3
福州,2023-03-24,16,13,中雨,东北风 2级,3
福州,2023-03-25,16,12,中雨~小雨,东北风 1级,3
福州,2023-03-26,13,12,雾~小雨,西南风 2级,3
福州,2023-03-27,16,10,小雨~阴,北风 2级,3
福州,2023-03-28,16,12,多云,东风 2级,3
福州,2023-03-29,16,11,中雨~小雨,东北风 1级,3
福州,2023-03-30,15,14,小雨~阴,东南风 2级,3
福州,2023-03-31,18,14,雾~阴,东南风 1级,3
